bankId,bankname,bankstate,year,public,totalassets,auditorname,auditorstate
1020180,BREMER FNCL CORP,MN,2005,1,6555895,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2006,1,6751806,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2007,1,7249650,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2008,1,7719803,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2009,1,7799981,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2010,1,7955211,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2011,1,8188047,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2012,1,8731784,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2013,1,8650905,DELOITTE & TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2014,1,9231165,DELOITTE AND TOUCHE LLP,MN
1020180,BREMER FNCL CORP,MN,2015,1,10723184,Deloitte and Touche LLP,MN
1020340,HARRIS BC,IL,2006,0,42447290,KPMG LLP,IL
1020340,HARRIS BC,IL,2007,0,42188189,KPMG LLP,IL
1020340,HARRIS BC,IL,2008,0,68185496,"KPMG, LLP",IL
1020340,HARRIS BC,IL,2009,0,44847746,"KPMG, LLP",ID
1020340,HARRIS BC,IL,2010,0,50850600,KPMG,IL
1020902,FIRST NAT OF NE,NE,2005,0,12578680,DELOITTE & TOUCHE,NE
1020902,FIRST NAT OF NE,NE,2006,0,13716520,"DELOITTE AND TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2007,0,16020746,"DELOITTE AND TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2008,0,16725869,"DELOITTE AND TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2009,0,14739067,"DELOITTE AND TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2010,0,14970124,"DELOITTE & TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2011,0,15274648,"DELOITTE & TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2012,0,16409360,"DELOITTE & TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2013,0,16271487,"DELOITTE & TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2014,0,17465465,"DELOITTE AND TOUCHE, LLP",NE
1020902,FIRST NAT OF NE,NE,2015,0,18346653,"Deloitte Touch, LLP",NE
1022764,CENTRAL PACIFIC FNCL CORP,HI,2005,1,5239139,KPMG LLP,HI
1022764,CENTRAL PACIFIC FNCL CORP,HI,2006,1,5487192,KPMG LLP,HI
1022764,CENTRAL PACIFIC FNCL CORP,HI,2007,1,5680386,KPMG LLP,HI
1022764,CENTRAL PACIFIC FC,HI,2008,1,5432361,KPMG LLP,HI
1022764,CENTRAL PACIFIC FC,HI,2009,1,4869522,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2010,1,3938051,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2011,1,4132865,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2012,1,4370368,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2013,1,4767447,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2014,1,4852987,KPMG LLC,HI
1022764,CENTRAL PACIFIC FC,HI,2015,1,5131288,KPMG LLC,HI
1023154,NEW MEXICO BANQUEST CORP,NM,2005,0,473683,BKD LLP,CO
1023154,NEW MEXICO BANQUEST CORP,NM,2006,0,540016,BKD LLP,CO
1023154,NEW MEXICO BANQUEST CORP,NM,2007,0,586317,GRANT THORNTON LLP,NM
1023154,NEW MEXICO BANQUEST CORP,NM,2008,0,632427,GRANT THORNTON LLP,NM
1023154,NEW MEXICO BANQUEST CORP,NM,2009,0,724185,GRANT THORNTON LLP,NM
1023154,NEW MEXICO BANQUEST CORP,NM,2010,0,711201,MOSS ADAMS LLP,NM
1023154,NEW MEXICO BANQUEST CORP,NM,2011,0,738338,MOSS ADAMS LLP,NM
1023154,NEW MEXICO BANQUEST CORP,NM,2012,0,784541,MOSS ADAMS LLP,NM
1023239,MERCHANTS BSHRS,VT,2005,1,1075211,KPMG,NY
1023239,MERCHANTS BSHRS,VT,2006,1,1136508,KPMG,NY
1023239,MERCHANTS BSHRS,VT,2007,1,1170211,KMPG,NY
1023239,MERCHANTS BSHRS,VT,2008,1,1341460,KPMG,NY
1023239,MERCHANTS BSHRS,VT,2010,1,1487652,KPMG,NY
1023239,MERCHANTS BSHRS,VT,2011,1,1611890,KPMG,VT
1023239,MERCHANTS BSHRS,VT,2012,1,1708578,KPMG,NY
1023239,MERCHANTS BSHRS,VT,2013,1,1730936,CROWE HORWATH LLP,OH
1023239,MERCHANTS BSHRS,VT,2014,1,1723484,CROWE HORWATH LLP,OH
1023239,MERCHANTS BSHRS,VT,2015,1,2021257,Crowe Horwath LLP,OH
1025309,BANK OF HI CORP,HI,2005,1,10187462,ERNST & YOUNG LLP,HI
1025309,BANK OF HI CORP,HI,2006,1,10571977,ERNST & YOUNG LLP,HI
1025309,BANK OF HI CORP,HI,2007,1,10472942,ERNST & YOUNG,HI
1025309,BANK OF HI CORP,HI,2008,1,10763475,ERNST & YOUNG,HI
1025309,BANK OF HI CORP,HI,2009,1,12414827,ERNST & YOUNG,HI
1025309,BANK OF HI CORP,HI,2010,1,13161967,"ERNST & YOUNG, LLP",HI
1025309,BANK OF HI CORP,HI,2011,1,13890116,ERNST & YOUNG LLP,HI
1025309,BANK OF HI CORP,HI,2012,1,13789923,ERNST & YOUNG LLP,HI
1025309,BANK OF HI CORP,HI,2013,1,14127598,ERNST & YOUNG LLP,HI
1025309,BANK OF HI CORP,HI,2014,1,14859360,"ERNST AND YOUNG, LLP",HI
1025309,BANK OF HI CORP,HI,2015,1,15501362,"Ernst  Young, LLP",HI
1025541,WESTAMERICA BC,CA,2005,1,5153560,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2006,1,4770897,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2007,1,4566337,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2008,1,4044273,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2009,1,4980178,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2010,1,4933518,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2011,1,5037337,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2012,1,4954512,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2013,1,4848866,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2014,1,5036399,KPMG LLP,CA
1025541,WESTAMERICA BC,CA,2015,1,5172723,Crowe Horwath LLP,CA
1025608,BANCWEST CORP,HI,2005,0,66345204,PRICEWATERHOUSECOOPERS,CA
1025608,BANCWEST CORP,HI,2006,0,67313365,PRICEWATERHOUSECOOPERS,CA
1025608,BANCWEST CORP,HI,2008,0,79858266,PRICEWATERHOUSECOOPERS,CA
1026632,CHARLES SCHWAB CORP,CA,2005,1,47351142,DELOITTE & TOUCHE LLP,CA
1026632,CHARLES SCHWAB CORP,CA,2006,1,48992466,"DELOITTE & TOUCHE, LLP",CA
1026632,CHARLES SCHWAB CORP,CA,2012,1,133637000,DELOITTE & TOUCHE LLP,CA
1026632,CHARLES SCHWAB CORP,CA,2013,1,143642000,DELOITTE & TOUCHE LLP,CA
1026632,CHARLES SCHWAB CORP,CA,2014,1,154642000,DELOITTE AND TOUCHE LLP,CA
1026632,CHARLES SCHWAB CORP,CA,2015,1,183718000,Deloitte and Touche LLP,CA
1026801,FREMONT BC,CA,2005,1,1674787,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2006,1,1821072,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2007,1,2128804,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2008,1,2149314,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2009,1,2363620,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2010,1,2423612,"PERRY-SMITH, LLP",CA
1026801,FREMONT BC,CA,2011,1,2378857,"CROW HORWATH, LLP",CA
1026801,FREMONT BC,CA,2012,1,2573355,"CROWE HORWATH, LLP",CA
1026801,FREMONT BC,CA,2013,1,2511237,"CROWE HORWATH, LLP",CA
1026801,FREMONT BC,CA,2014,1,2721714,"CROWE HORWATH, LLP",CA
1026801,FREMONT BC,CA,2015,1,3116932,"CROWE HORWATH, LLP",CA
1027004,ZIONS BC,UT,2005,1,42762673,ERNST & YOUNG,UT
1027004,ZIONS BC,UT,2006,1,46970226,ERNST & YOUNG,UT
1027004,ZIONS BC,UT,2007,1,52947444,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2008,1,55339951,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2009,1,51144478,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2010,1,51035696,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2011,1,53150649,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2012,1,55511918,ERNST & YOUNG LLP,UT
1027004,ZIONS BC,UT,2013,1,56031127,"ERNST & YOUNG, LLP",UT
1027004,ZIONS BC,UT,2014,1,57208874,"ERNST YOUNG, LLP",UT
1027004,ZIONS BC,UT,2015,1,59669525,"Ernst Young, LLP",UT
1027518,CITY NAT CORP,CA,2005,1,14586336,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2006,1,14893075,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2007,1,15893886,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2008,1,16458765,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2009,1,21084847,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2010,1,21356479,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2011,1,23666291,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2012,1,28618492,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2013,1,29717951,"KPMG, LLP",CA
1027518,CITY NAT CORP,CA,2014,1,32610363,"KPMG, LLP",CA
1028038,F&M HC,ID,2005,0,612377,MOSS ADAMS,WA
1028533,ORIENT BC,CA,2005,0,585708,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2006,0,646634,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2007,0,712705,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2008,0,729094,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2009,0,621136,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2010,0,638491,PERRY-SMITH LLP,CA
1028533,ORIENT BC,CA,2011,0,578386,CROWE HORWATH LLP,CA
1028533,ORIENT BC,CA,2012,0,535043,CROWE HORWATH LLP,CA
1028533,ORIENT BC,CA,2013,0,486287,CROWE HORWATH LLP,CA
1028533,ORIENT BC,CA,2014,0,476232,CROWE HORWATH LLP,CA
1029222,CVB FC,CA,2005,1,5422283,"MCGLADREY & PULLEN,LLP",CA
1029222,CVB FC,CA,2006,1,6092248,MCGLADREY & PULLEN,CA
1029222,CVB FC,CA,2007,1,6294063,KPMG,CA
1029222,CVB FC,CA,2008,1,6654354,KPMG,CA
1029222,CVB FC,CA,2009,1,6738587,KPMG,CA
1029222,CVB FC,CA,2010,1,6436721,KPMG,CA
1029222,CVB FC,CA,2011,1,6482915,KPMG,CA
1029222,CVB FC,CA,2012,1,6363364,KPMG,CA
1029222,CVB FC,CA,2013,1,6664967,KPMG,CA
1029222,CVB FC,CA,2014,1,7377920,KPMG,CA
1029222,CVB FC,CA,2015,1,7671200,KPMG,CA
1029334,NORTH VALLEY BC,CA,2005,1,918415,PERRY SMITH LLP,CA
1029334,NORTH VALLEY BC,CA,2006,1,905673,PERRY SMITH LLP,CA
1029334,NORTH VALLEY BC,CA,2007,1,949019,PERRY SMIITH LLP,CA
1029334,NORTH VALLEY BC,CA,2008,1,879086,PERRY SMITH LLP,CA
1029334,NORTH VALLEY BC,CA,2009,1,883882,PERRY SMITH LLP,CA
1029334,NORTH VALLEY BC,CA,2010,1,884461,PERRY-SMITH LLP,CA
1029334,NORTH VALLEY BC,CA,2011,1,904486,CROWE HORWATH,CA
1029334,NORTH VALLEY BC,CA,2012,1,901824,CROWE HORWATH LLP,CA
1029334,NORTH VALLEY BC,CA,2013,1,917245,CROWE HORWATH LLP,CA
1029428,FIRST RGNL BC,CA,2005,1,1812065,DELOITTE & TOUCHE LLP,CA
1029428,FIRST RGNL BC,CA,2006,1,2074527,DELOITTE & TOUCHE LLP,CA
1029428,FIRST RGNL BC,CA,2007,1,2172724,"DELOITTE & TOUCHE, LLP",CA
1029428,FIRST RGNL BC,CA,2008,1,2461653,"DELOITTE & TOUCHE, LLP",CA
1029428,FIRST RGNL BC,CA,2009,1,2083685,"DELOITTE & TOUCHE, LLP",CA
1029464,WTB FC,WA,2005,0,2981162,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2006,0,3381853,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2007,0,3719753,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2008,0,4088909,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2009,0,4104552,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2010,0,3977742,MOSS ADAMMS LLP,WA
1029464,WTB FC,WA,2011,0,4177970,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2012,0,4470132,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2013,0,4436124,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2014,0,4771922,MOSS ADAMS LLP,WA
1029464,WTB FC,WA,2015,0,5305272,Moss Adams LLP,WA
1029482,RCB CORP,CA,2005,0,756198,"CROWE, CHIZEK & CO., LLP",IN
1029482,RCB CORP,CA,2006,0,848749,"CROWE, CHIZEK & CO., LLP",IN
1029482,RCB CORP,CA,2007,0,819770,"CROWE, CHIZEK & CO., LLP",IN
1029482,RCB CORP,CA,2008,0,921608,"CROWE, CHIZEK & CO., LLP",IN
1029482,RCB CORP,CA,2009,0,1032806,CROWE HORWATH,CA
1029576,BWC FC,CA,2005,1,542700,MOSS ADAMS,CA
1029884,PACIFIC CAP BC,CA,2005,1,6876159,ERNST & YOUNG LLP,CA
1029884,PACIFIC CAP BC,CA,2006,1,7489077,ERNST & YOUNG LLP,CA
1029884,PACIFIC CAP BC,CA,2007,1,7386696,"ERNST & YOUNG, LLP",CA
1029884,PACIFIC CAP BC,CA,2008,1,9574291,"ERNST & YOUNG, LLP",CA
1029884,PACIFIC CAP BC,CA,2009,1,7542255,"ERNST & YOUNG, LLP",CA
1029884,PACIFIC CAP BC,CA,2010,1,6085841,"ERNST & YOUNG, LLP",CA
1029884,PACIFIC CAP BC,CA,2011,1,5850022,"KPMG, LLP",CA
1029893,WEST COAST BC,OR,2005,1,1997138,DELOITTE & TOUCHE,OR
1029893,WEST COAST BC,OR,2006,1,2465372,DELOITTE & TOUCHE,OR
1029893,WEST COAST BC,OR,2007,1,2644358,DELOITTE & TOUCHE,OR
1029893,WEST COAST BC,OR,2008,1,2516140,DELOITTE & TOUCHE,OR
1029893,WEST COAST BC,OR,2009,1,2733547,DELOITTE,OR
1029893,WEST COAST BC,OR,2010,1,2461059,DELOITTE,OR
1029893,WEST COAST BC,OR,2011,1,2429887,DELOITTE,OR
1029893,WEST COAST BC,OR,2012,1,2488180,DELOITTE,OR
1030170,TRICO BSHRS,CA,2005,1,1842682,KPMG LLC,CA
1030170,TRICO BSHRS,CA,2006,1,1922170,KPMG LLC,CA
1030170,TRICO BSHRS,CA,2007,1,1980621,MOSS ADAMS LLP,CA
1030170,TRICO BSHRS,CA,2008,1,2043190,MOSS ADAMS LLP,CA
1030170,TRICO BSHRS,CA,2009,1,2170520,MOSS ADAMS LLP,CA
1030170,TRICO BSHRS,CA,2010,1,2189789,MOSS ADAMS LLP,CA
1030170,TRICO BSHRS,CA,2011,1,2555597,MOSS ADAMS LLP,CA
1030170,TRICO BSHRS,CA,2012,1,2609269,CROWE HORWATH LLP,CA
1030170,TRICO BSHRS,CA,2013,1,2744066,CROWE HORWATH LLP,CA
1030170,TRICO BSHRS,CA,2014,1,3916458,CROWE HORWATH LLP,CA
1030170,TRICO BSHRS,CA,2015,1,4220722,Crowe Horwath LLP,CA
1030947,PEOPLES BC,WA,2005,0,737707,"MCGLADREY & PULLEN, LLP",WA
1030947,PEOPLES BC,WA,2006,0,841024,MCGLADREY & PULLEN,WA
1030947,PEOPLES BC,WA,2007,0,929174,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2008,0,1041318,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2009,0,1135658,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2010,0,1176684,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2011,0,1224918,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2012,0,1278734,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2013,0,1300160,MOSS ADAMS,WA
1030947,PEOPLES BC,WA,2014,0,1362634,MOSS ADAMS LLP,WA
1030947,PEOPLES BC,WA,2015,0,1481889,Moss Adams,WA
1031346,FRONTIER FC,WA,2005,1,2640263,"MOSS ADAMS, LLP",WA
1031346,FRONTIER FC,WA,2006,1,3238451,MOSS-ADAMS LLP,WA
1031346,FRONTIER FC,WA,2007,1,3995690,MOSS ADAMS LLP,WA
1031346,FRONTIER FC,WA,2008,1,4104296,MOSS ADAMS LLP,WA
1031346,FRONTIER FC,WA,2009,1,3594269,MOSS ADAMS LLP,WA
1031430,FOOTHILL INDEP BC,CA,2005,1,798706,"VAVRINEK, TRINE, DAY & CO. INC.",CA
1031449,SVB FNCL GRP,CA,2005,1,5405212,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2006,1,5887245,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2007,1,6454369,KPMG,CA
1031449,SVB FNCL GRP,CA,2008,1,9751359,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2009,1,12846636,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2010,1,17534763,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2011,1,19976168,"KPMG, LLC",CA
1031449,SVB FNCL GRP,CA,2012,1,22766602,"KPMG,LLP",CA
1031449,SVB FNCL GRP,CA,2013,1,26417306,"KPMG, LLP",CA
1031449,SVB FNCL GRP,CA,2014,1,39351768,KPMG LLP,CA
1031449,SVB FNCL GRP,CA,2015,1,44698667,"KPMG, LLP",CA
1031627,AMERICANWEST BC,WA,2005,1,1109134,MOSS ADAMS LLP,WA
1031627,AMERICANWEST BC,WA,2006,1,1416528,"MOSS ADAMS, LLC",WA
1031627,AMERICANWEST BC,WA,2007,1,2120245,MOSS ADAMS LLP,WA
1031627,AMERICANWEST BC,WA,2008,1,1874623,MOSS ADAMS LLP,WA
1031627,AMERICANWEST BC,WA,2009,1,1655553,MOSS ADAMS LLP,WA
1031681,NATIONAL MERC BC,CA,2005,1,448796,MOSS ADAMS LLP,CA
1031681,NATIONAL MERC BC,CA,2006,1,501563,MOSS ADAMS LLP,CA
1031681,FIRST CA FNCL GRP,CA,2007,1,1109736,MOSS ADAMS,CA
1031681,FIRST CA FNCL GRP,CA,2008,1,1178046,MOSS ADAMS,CA
1031681,FIRST CA FNCL GRP,CA,2009,1,1459821,MOSS ADAMS,CA
1031681,FIRST CA FNCL GRP,CA,2010,1,1520361,MOSS ADAMS,CA
1031681,FIRST CA FNCL GRP,CA,2011,1,1812664,MOSS ADAMS,CA
1031681,FIRST CA FNCL GRP,CA,2012,1,1892467,MOSS ADAMS,OR
1032099,VENTURE FNCL GRP,WA,2005,1,752509,MOSS ADAMS,WA
1032099,VENTURE FNCL GRP,WA,2006,1,978108,MOSS ADAMS,WA
1032099,VENTURE FNCL GRP,WA,2007,1,1183243,MOSS ADAMS,WA
1032099,VENTURE FNCL GRP,WA,2008,1,1130896,MOSS ADAMS,WA
1032464,FINANCIAL INST,NY,2005,1,2022392,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2006,1,1907552,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2007,1,1857876,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2008,1,1916919,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2009,1,2062389,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2010,1,2214307,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2011,1,2336353,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2012,1,2764034,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2013,1,2928636,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2014,1,3089521,KPMG LLP,NY
1032464,FINANCIAL INST,NY,2015,1,3381024,KPMG LLP,NY
1032473,DEUTSCHE BK TR CORP,NY,2012,1,74148000,"KPMG, LLP",NJ
1032473,DEUTSCHE BK TR CORP,NY,2013,1,66926000,KPMG LLP,NY
1032473,DEUTSCHE BK TR CORP,NY,2014,1,55541200,KPMG LLP,NY
1032473,DEUTSCHE BK TR CORP,NY,2015,1,53554000,KPMG LLP,NY
1033470,BANK OF NY CO,NY,2005,1,102157000,ERNST & YOUNG LLP,NY
1033470,BANK OF NY CO,NY,2006,1,103455000,ERNST & YOUNG LLP,NY
1036967,CIT GROUP,NY,2009,1,60510532,PRICEWATERHOUSECOOPERS LLP,NY
1036967,CIT GROUP,NJ,2010,1,51424142,PRICEWATERHOUSE COOPERS,NY
1036967,CIT GROUP,NJ,2011,1,45263670,PRICEWATERHOUSE COOPERS,NY
1036967,CIT GROUP,NJ,2012,1,44012251,PRICEWATERHOUSE COOPERS,NY
1036967,CIT GROUP,NJ,2013,1,47138960,PRICEWATERHOUSE COOPERS,NY
1036967,CIT GROUP,NJ,2014,1,47879974,PRICEWATERHOUSE COOPERS,NY
1036967,CIT GROUP,NJ,2015,1,67489237,Pricewaterhouse Coopers,NY
1037003,M&T BK CORP,NY,2005,1,55146406,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2006,1,57064905,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2007,1,64875639,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2008,1,65815757,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2009,1,68880399,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2010,1,68021263,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2011,1,77924287,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2012,1,82985468,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2013,1,85162391,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2014,1,96687224,PRICEWATERHOUSECOOPERS LLP,NY
1037003,M&T BK CORP,NY,2015,1,122788785,PricewaterhouseCoopers LLP,NY
1039454,STERLING BC,NY,2005,1,2056042,KPMG LLP,NY
1039454,STERLING BC,NY,2006,1,1885957,KPMG LLP,NY
1039454,STERLING BC,NY,2007,1,2012453,KPMG LLP,NY
1039454,STERLING BC,NY,2008,1,2213685,KPMG LLP,NY
1039454,STERLING BC,NY,2009,1,2164596,CROWE HORWATH LLP,NJ
1039454,STERLING BC,NY,2010,1,2359444,CROWE HORWATH LLP,NJ
1039454,STERLING BC,NY,2011,1,2492807,CROWE HORWARTH LLP,NJ
1039454,STERLING BC,NY,2012,1,2751588,CROWE HORWATH LLP,NJ
1039502,JPMORGAN CHASE & CO,NY,2005,1,1198942000,PRICEWATERHOUSE COOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2006,1,1351520000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2007,1,1562147000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2008,1,2175052000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2009,1,2031989000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2010,1,2117605000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2011,1,2265792000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2012,1,2359141000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2013,1,2415689000,PRICEWATERHOUSECOOPERS LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2014,1,2572773000,PricewaterhouseCoopers LLP,NY
1039502,JPMORGAN CHASE & CO,NY,2015,1,2351698000,PricewaterhouseCoopers LLP,NY
1048429,NORTH FORK BC,NY,2005,1,57616871,KPMG LLP,NY
1048513,TRUSTCO BC NY,NY,2012,1,4347548,CROWE HORWATH LLP,NJ
1048513,TRUSTCO BC NY,NY,2013,1,4522677,CROWE HORWATH LLP,NJ
1048513,TRUSTCO BC NY,NY,2014,1,4644641,CROWE HORWATH LLP,NY
1048513,TRUSTCO BC NY,NY,2015,1,4734675,Crowe Horwath LLP,NY
1048652,USB HC,NY,2005,1,2762966,DELOITTE & TOUCHE LLP,NY
1048652,USB HC,NY,2006,1,2923247,DELOITTE & TOUCHE LLP,NY
1048670,WILBER CORP,NY,2005,1,752728,KPMG,NY
1048670,WILBER CORP,NY,2006,1,761980,KPMG,NY
1048670,WILBER CORP,NY,2007,1,793678,KPMG,NY
1048670,WILBER CORP,NY,2008,1,924875,KPMG,NY
1048670,WILBER CORP,NY,2009,1,906577,KPMG,NY
1048670,WILBER CORP,NY,2010,1,869386,KPMG,NY
1048764,CENTER BC,NJ,2005,1,1114829,KPMG,NJ
1048764,CENTER BC,NJ,2006,1,1053022,"BMC,LLP",PA
1048764,CENTER BC,NJ,2007,1,1017645,BMC,PA
1048764,CENTER BC,NJ,2008,1,1023293,BMC,PA
1048764,CENTER BC,NJ,2009,1,1195488,PARENTEBEARD,PA
1048764,CENTER BC,NJ,2010,1,1207385,PARENTEBEARD,PA
1048764,CENTER BC,NJ,2011,1,1432738,PARENTEBEARD LLC,NJ
1048764,CENTER BC,NJ,2012,1,1629765,PARENTEBEARD LLC,DE
1048764,CENTER BC,NJ,2013,1,1673082,BDO LLC,PA
1048764,CONNECTONE BC,NJ,2014,1,3446761,CROWE HORWATH,NJ
1048764,CONNECTONE BC,NJ,2015,1,4016143,Crowe Horwath,NJ
1048773,VALLEY NAT BC,NJ,2005,1,12434005,ERNST & YOUNG,NY
1048773,VALLEY NAT BC,NJ,2006,1,12395027,ERNST & YOUNG,NY
1048773,VALLEY NAT BC,NJ,2007,1,12748959,EARNST & YOUNG,NY
1048773,VALLEY NAT BC,NJ,2008,1,14718129,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2009,1,14284153,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2010,1,14143826,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2011,1,14252755,KPMGLLP,NJ
1048773,VALLEY NAT BC,NJ,2012,1,16012646,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2013,1,16156541,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2014,1,18793855,KPMG LLP,NJ
1048773,VALLEY NAT BC,NJ,2015,1,21612616,KPMG LLP,NJ
1048803,HUDSON VALLEY HOLD CORP,NY,2005,1,2032721,DELOITTE AND TOUCHE,CT
